"","ID","NUTSID","iso_week","iso_yr","mean_tmpmean","mean_tmpwgtmean","mean_tmplogwgtmean","mean_tmp65plsmean","geo_code","geo_lab","year","TIME_PERIOD","death_count_tot","death_pop_an","stn_death","crude_death"
"144","2013-W02-FRH01","FRH01",2,2013,7.18631880623954,7.36304633957999,7.08328587668283,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2013-W02-FRH02","FRH02",2,2013,8.37054334368024,8.58173574720111,8.19973182678223,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2013-W02-FRH03","FRH03",2,2013,6.49244475364685,6.55620884895325,6.44702543531145,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2013-W02-FRH04","FRH04",2,2013,7.19971820286342,7.55201005935669,7.06560168947492,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2013-W02-FRI11","FRI11",2,2013,4.7335512297494,4.83359108652387,4.70982129233224,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2013-W02-FRI12","FRI12",2,2013,6.65758275985718,6.73878506251744,6.68084185464041,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2013-W02-FRI13","FRI13",2,2013,7.09711265563965,7.43467617034912,6.97943183353969,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2013-W02-FRI14","FRI14",2,2013,5.53371255738395,5.55334918839591,5.54072850091117,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2013-W02-FRI15","FRI15",2,2013,5.79922975812639,6.62941898618426,5.25318425042289,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2013-W02-FRI21","FRI21",2,2013,2.57414408240999,3.02900646733386,2.45200642517635,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2013-W02-FRI22","FRI22",2,2013,2.63495857800756,2.67649859189987,2.61100400771414,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2013-W02-FRI23","FRI23",2,2013,3.40725265230451,3.39155626296997,3.41716245242528,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2013-W02-FRI31","FRI31",2,2013,5.30482888221741,5.53937346594674,5.22193316050938,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2013-W02-FRI32","FRI32",2,2013,6.65693494251796,6.91078874043056,6.54799127578735,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2013-W02-FRI33","FRI33",2,2013,5.55287511008127,5.68885288919721,5.52163137708391,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2013-W02-FRI34","FRI34",2,2013,5.05645895004272,5.1148122719356,5.02558694566999,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2013-W02-FRJ11","FRJ11",2,2013,5.61910353388105,5.99556507383074,5.50549231256758,NA,NA,NA,NA,NA,NA,NA,NA,NA
