"","ID","NUTSID","iso_week","iso_yr","min_tmpavg","min_tmpwgtavg","min_tmplogwgtavg","min_tmp65plsavg","geo_code","geo_lab","year","TIME_PERIOD","death_count_tot","death_pop_an","stn_death","crude_death"
"75","2013-W01-FRJ27","FRJ27",1,2013,2.88830560694138,3.14407118161519,2.67650112509727,3.14314185579618,NA,NA,NA,NA,NA,NA,NA,NA
"76","2013-W01-FRJ28","FRJ28",1,2013,3.95752485406895,4.05203042800228,3.9043887120982,4.05208821470539,NA,NA,NA,NA,NA,NA,NA,NA
"77","2013-W01-FRK11","FRK11",1,2013,3.55122429132462,3.58227316538493,3.55936539173126,3.5837044219176,NA,NA,NA,NA,NA,NA,NA,NA
"78","2013-W01-FRK12","FRK12",1,2013,0.183592277889451,0.195084005594254,0.118720990916092,0.194154719511668,NA,NA,NA,NA,NA,NA,NA,NA
"79","2013-W01-FRK13","FRK13",1,2013,0.595020502805709,1.05628109474977,0.444644848505656,1.04654090603193,NA,NA,NA,NA,NA,NA,NA,NA
"80","2013-W01-FRK14","FRK14",1,2013,1.68223085689048,2.44085640708606,1.31274349490802,2.44217919309934,NA,NA,NA,NA,NA,NA,NA,NA
"81","2013-W01-FRK21","FRK21",1,2013,1.73752665519715,2.31941896677017,1.18538396308819,2.4225055774053,NA,NA,NA,NA,NA,NA,NA,NA
"82","2013-W01-FRK22","FRK22",1,2013,3.10356421768665,3.88925842195749,2.70710665980975,3.87346195429564,NA,NA,NA,NA,NA,NA,NA,NA
"83","2013-W01-FRK23","FRK23",1,2013,1.9531593521436,4.13986122484009,0.750052417318025,4.13763679998616,NA,NA,NA,NA,NA,NA,NA,NA
"84","2013-W01-FRK24","FRK24",1,2013,-0.148083989818891,0.600289175907772,-2.00959090081354,0.599796106417974,NA,NA,NA,NA,NA,NA,NA,NA
"85","2013-W01-FRK25","FRK25",1,2013,2.07162660360336,2.43558167417844,1.67748670776685,2.42947399616241,NA,NA,NA,NA,NA,NA,NA,NA
