"","ID","NUTSID","iso_week","iso_yr","max_tmpavg","max_tmpwgtavg","max_tmplogwgtavg","max_tmp65plsavg","geo_code","geo_lab","year","TIME_PERIOD","death_count_tot","death_pop_an","stn_death","crude_death"
"106","2013-W02-FRB02","FRB02",2,2013,6.09810386385236,6.13235970905849,6.09385817391532,6.13310303006853,NA,NA,NA,NA,NA,NA,NA,NA
"107","2013-W02-FRB03","FRB03",2,2013,6.48194118908473,6.49667487825666,6.49692031315395,6.49357094083513,NA,NA,NA,NA,NA,NA,NA,NA
"108","2013-W02-FRB04","FRB04",2,2013,7.17442423956735,7.32363881383624,7.10634183883667,7.32277349063329,NA,NA,NA,NA,NA,NA,NA,NA
"109","2013-W02-FRB05","FRB05",2,2013,6.55651620456151,6.64041464669364,6.52363024439131,6.64029261044094,NA,NA,NA,NA,NA,NA,NA,NA
"110","2013-W02-FRB06","FRB06",2,2013,5.85810909952436,6.01616062436785,5.82148402077811,6.01499778883798,NA,NA,NA,NA,NA,NA,NA,NA
"111","2013-W02-FRC11","FRC11",2,2013,3.66468494279044,3.90443309715816,3.60934033564159,3.904029411929,NA,NA,NA,NA,NA,NA,NA,NA
"112","2013-W02-FRC12","FRC12",2,2013,4.4615330696106,4.9560957636152,4.3869001524789,4.95447077069964,NA,NA,NA,NA,NA,NA,NA,NA
"113","2013-W02-FRC13","FRC13",2,2013,4.33981627225876,4.44403715644564,4.29677144970213,4.44018254109791,NA,NA,NA,NA,NA,NA,NA,NA
"114","2013-W02-FRC14","FRC14",2,2013,4.57106041908264,4.77356491770063,4.51434125219073,4.77079033851624,NA,NA,NA,NA,NA,NA,NA,NA
"115","2013-W02-FRC21","FRC21",2,2013,3.18934757368905,3.21291862215314,3.1727819613048,3.21322277614048,NA,NA,NA,NA,NA,NA,NA,NA
"116","2013-W02-FRC22","FRC22",2,2013,3.38783379963466,3.5417023726872,3.30444189480373,3.56092829363687,NA,NA,NA,NA,NA,NA,NA,NA
"117","2013-W02-FRC23","FRC23",2,2013,3.6667315704482,3.50634927409036,3.7013457758086,3.50653895309993,NA,NA,NA,NA,NA,NA,NA,NA
"118","2013-W02-FRC24","FRC24",2,2013,2.53117590929781,2.51593266454126,2.57733414428575,2.51827916848873,NA,NA,NA,NA,NA,NA,NA,NA
"119","2013-W02-FRD11","FRD11",2,2013,7.78805133274624,8.06388868604388,7.69831098828997,8.06380660193307,NA,NA,NA,NA,NA,NA,NA,NA
"120","2013-W02-FRD12","FRD12",2,2013,8.44937978472028,8.62058087757656,8.37503630774361,8.56003270830428,NA,NA,NA,NA,NA,NA,NA,NA
"121","2013-W02-FRD13","FRD13",2,2013,6.53297117778233,6.62469175883702,6.50123241969517,6.62550067901611,NA,NA,NA,NA,NA,NA,NA,NA
"122","2013-W02-FRD21","FRD21",2,2013,6.3621233531407,6.40918064117432,6.32355982916696,6.40978125163487,NA,NA,NA,NA,NA,NA,NA,NA
