"","ID","X","NUTSID","iso_week","iso_yr","mean_tmpmean","mean_tmpwgtmean","mean_tmplogwgtmean","mean_tmp65plsmean","geo_code","geo_lab","year","TIME_PERIOD","death_count_tot","death_pop_an","stn_death","crude_death","min_tmpavg","min_tmpwgtavg","min_tmplogwgtavg","min_tmp65plsavg","max_tmpavg","max_tmpwgtavg","max_tmplogwgtavg","max_tmp65plsavg"
"14","2013-W01-FRB06",14,"FRB06",1,2013,6.90818397204081,7.00240079561869,6.87071931362152,7.00148296356201,NA,NA,NA,NA,NA,NA,NA,NA,5.04434920599063,5.10504276724532,5.01399485766888,5.10360973856101,8.70957167943319,8.85869582494099,8.66355800628662,8.85772212346394
"15","2013-W01-FRC11",15,"FRC11",1,2013,4.8529091278712,4.87139133612315,4.8622332016627,4.87124780813853,NA,NA,NA,NA,NA,NA,NA,NA,3.10590108359853,2.77262186010679,3.19371950129668,2.77244629959265,6.57406401634216,6.87224125862121,6.50192777315775,6.8716565767924
"16","2013-W01-FRC12",16,"FRC12",1,2013,5.43895777066549,5.75936726729075,5.38735123475393,5.75818987687429,NA,NA,NA,NA,NA,NA,NA,NA,4.02619605511427,4.30186237146457,3.98405606547991,4.30117031435172,6.89298264185588,7.29296334584554,6.82630451520284,7.29138882954916
"17","2013-W01-FRC13",17,"FRC13",1,2013,4.96099344889323,5.01536484559377,4.93458529313406,5.01408966382345,NA,NA,NA,NA,NA,NA,NA,NA,2.97992633779844,2.92507078250249,2.99114555120468,2.92244078715642,6.89197222391764,7.05772725741069,6.82396960258484,7.05717301368713
"18","2013-W01-FRC14",18,"FRC14",1,2013,6.21257921059926,6.5512166817983,6.11157894134522,6.54753796259562,NA,NA,NA,NA,NA,NA,NA,NA,4.70401372015476,5.01357277482748,4.61194546334445,5.00926328947147,7.68589997291565,8.04723230997721,7.58369334538778,8.04335959752401
"19","2013-W01-FRC21",19,"FRC21",1,2013,2.70328004161517,3.44037920236587,2.43919701377551,3.48489734530449,NA,NA,NA,NA,NA,NA,NA,NA,0.435060553252697,1.39916602770487,0.0991284648577379,1.45811027288437,4.94624825318654,5.50305700302124,4.74961535135905,5.53480712572734
"20","2013-W01-FRC22",20,"FRC22",1,2013,3.37722999850909,3.65702104568481,3.21588364740213,3.70275897781054,NA,NA,NA,NA,NA,NA,NA,NA,0.946695894002914,1.29170677065849,0.73695277174314,1.35611611604691,5.87274607022603,6.11209885279338,5.74922649065653,6.14043688774109
"21","2013-W01-FRC23",21,"FRC23",1,2013,4.22006217638651,4.09993869066238,4.26613801717758,4.10108983516693,NA,NA,NA,NA,NA,NA,NA,NA,2.37843732535839,2.24935747186343,2.43169558048248,2.25029364228249,6.13800271352132,5.98017279307047,6.19120073318482,5.98168102900187
"22","2013-W01-FRC24",22,"FRC24",1,2013,3.66035741567612,3.72160146633784,3.5491863489151,3.72292391459147,NA,NA,NA,NA,NA,NA,NA,NA,1.52820425604781,1.56172947585583,1.43214399615924,1.55891841650009,5.81720622380575,5.87576007843017,5.6912929614385,5.87878775596618
"23","2013-W01-FRD11",23,"FRD11",1,2013,7.1378128528595,7.4013868967692,7.05102324485779,7.38293663660685,NA,NA,NA,NA,NA,NA,NA,NA,5.66810405254364,5.96954373518626,5.56349583466848,5.94229976336161,8.64219903945923,8.85249201456706,8.57372546195984,8.83876585960389
"24","2013-W01-FRD12",24,"FRD12",1,2013,7.52267217636109,7.81231689453125,7.42756295204163,7.6581548055013,NA,NA,NA,NA,NA,NA,NA,NA,6.20691525936127,6.56184943517049,6.08591584364573,6.36887713273366,8.79897626241048,9.00980544090271,8.73238682746887,8.90299479166667
"25","2013-W01-FRD13",25,"FRD13",1,2013,6.23983852068583,6.2531445423762,6.23970707257588,6.25157697995504,NA,NA,NA,NA,NA,NA,NA,NA,4.58748162786166,4.5855694214503,4.59308955073356,4.58460722366969,7.98153042793274,8.0096025466919,7.97393695513407,8.00834131240845
"26","2013-W01-FRD21",26,"FRD21",1,2013,7.06755034128825,7.1800533135732,7.00104689598083,7.17570424079895,NA,NA,NA,NA,NA,NA,NA,NA,5.38072450955709,5.43995271126429,5.33114914099375,5.43773200114568,8.76692430178325,8.93212564786276,8.68342677752177,8.9261003335317
"27","2013-W01-FRD22",27,"FRD22",1,2013,7.67327968279521,7.67567245165507,7.65720200538635,7.64220452308655,NA,NA,NA,NA,NA,NA,NA,NA,6.14877609411876,6.1125895579656,6.14785238107045,6.03413454691569,9.06537350018819,9.13239630063375,9.02136119206747,9.13448810577393
"28","2013-W01-FRE11",28,"FRE11",1,2013,7.44224007924398,7.6976113319397,6.76115568478902,7.66970125834147,NA,NA,NA,NA,NA,NA,NA,NA,5.63746424516042,5.81559093793233,5.20617159207662,5.77709178129832,9.22247155507406,9.56533781687419,8.35029602050781,9.55281909306843
"29","2013-W01-FRE12",29,"FRE12",1,2013,7.84536465009054,7.856809536616,7.80613541603088,7.83823235829671,NA,NA,NA,NA,NA,NA,NA,NA,6.26095596949259,6.15500740210215,6.29463978608449,6.11900762716929,9.4621384938558,9.59340778986612,9.34347279866537,9.59331432978312
"30","2013-W01-FRE21",30,"FRE21",1,2013,7.1114174524943,7.195672194163,7.07775982220967,7.19745302200317,NA,NA,NA,NA,NA,NA,NA,NA,5.58944028615952,5.68264534076055,5.54263285795848,5.68416188160578,8.60973874727885,8.6833466688792,8.58587837219238,8.68484338124594
"31","2013-W01-FRE22",31,"FRE22",1,2013,7.60968446731567,7.73608835538228,7.54414367675781,7.73274318377177,NA,NA,NA,NA,NA,NA,NA,NA,5.99099804957708,6.15385162830353,5.90972828865051,6.14912956953049,9.23421986897786,9.39274994532267,9.15262365341186,9.39064264297485
"32","2013-W01-FRE23",32,"FRE23",1,2013,7.84269332885742,7.93718949953715,7.81573271751404,7.9343044757843,NA,NA,NA,NA,NA,NA,NA,NA,6.271559993426,6.34238755702972,6.24465533097585,6.33692745367686,9.35636059443156,9.46788517634075,9.33851210276286,9.46853780746459
"33","2013-W01-FRF11",33,"FRF11",1,2013,5.36225112279256,5.81005696455638,4.96703592936198,5.77683742841085,NA,NA,NA,NA,NA,NA,NA,NA,3.38114608327548,3.81512489418189,3.07422418395678,3.78889259199301,7.24394075075786,7.68786454200745,6.79379908243815,7.65727504094442
"34","2013-W01-FRF12",34,"FRF12",1,2013,4.476167400678,4.83867291609446,4.09948229789734,4.84181082248688,NA,NA,NA,NA,NA,NA,NA,NA,1.9438369832933,2.24003695944945,1.62629989782969,2.27911727627119,6.7843378384908,7.16744224230448,6.3751388390859,7.15666309992472
"35","2013-W01-FRF21",35,"FRF21",1,2013,6.1432353258133,6.0611439148585,6.16508464018504,6.06885226567586,NA,NA,NA,NA,NA,NA,NA,NA,4.39882151037455,4.29254826406638,4.4262085929513,4.30351182321708,7.88439671198527,7.78326098124186,7.91355204582214,7.7997358640035
"36","2013-W01-FRF22",36,"FRF22",1,2013,6.36616071065267,6.6718495686849,6.30973494052887,6.67071624596914,NA,NA,NA,NA,NA,NA,NA,NA,4.77908276518186,5.00323132673899,4.73938705523809,5.00169062614441,7.91070898373922,8.32236631711324,7.83705369631449,8.32165773709615
"37","2013-W01-FRF23",37,"FRF23",1,2013,6.54754944642385,6.84740742047628,6.47775860627492,6.84828464190165,NA,NA,NA,NA,NA,NA,NA,NA,4.78046777844429,4.96106373767058,4.72347279886405,4.96108022828897,8.20904541015625,8.50930897394816,8.1463356812795,8.51049478848775
"38","2013-W01-FRF24",38,"FRF24",1,2013,4.85678764184316,5.09701557954153,4.82545415560404,5.09466485182444,NA,NA,NA,NA,NA,NA,NA,NA,3.19100749368469,3.45079996685187,3.16344735771418,3.44808011005322,6.53633228937785,6.79991428057353,6.49634909629822,6.7979744275411
"39","2013-W01-FRF31",39,"FRF31",1,2013,5.33624084790547,5.48980204264323,5.26272118091583,5.49585346380869,NA,NA,NA,NA,NA,NA,NA,NA,3.51408731937409,3.54503333196044,3.47534515460332,3.54396028444171,7.11873324712117,7.34516557057699,7.00953602790833,7.35234967867533
"40","2013-W01-FRF32",40,"FRF32",1,2013,5.64038264751434,5.66306436061859,5.63071894645691,5.66259316603343,NA,NA,NA,NA,NA,NA,NA,NA,4.0786671936512,4.11294345060984,4.06904659668604,4.11302025119464,7.19254676500956,7.21535261472066,7.18137470881144,7.21409980456034
"41","2013-W01-FRF33",41,"FRF33",1,2013,5.28316382567088,5.56031672159831,5.11871715386709,5.57943773269653,NA,NA,NA,NA,NA,NA,NA,NA,3.37255510439475,3.52575012296438,3.2963273289303,3.55311878025532,7.04208596547445,7.38399187723796,6.85635153452555,7.42297689119975
"42","2013-W01-FRF34",42,"FRF34",1,2013,3.95861379305522,3.88260565201442,4.03115797042847,3.88418777783712,NA,NA,NA,NA,NA,NA,NA,NA,2.27432669823368,2.17808293178677,2.35690751423438,2.18017905205488,5.63048148155212,5.55577007929484,5.69910192489624,5.55694325764974
"43","2013-W01-FRG01",43,"FRG01",1,2013,7.74066344896952,7.81836867332459,7.66742833455404,7.79575761159261,NA,NA,NA,NA,NA,NA,NA,NA,6.225468258063,6.24838813145955,6.19232912858327,6.21164296070735,9.25223835309347,9.37789869308473,9.13409884770711,9.36981519063315
"44","2013-W01-FRG02",44,"FRG02",1,2013,7.38000345230103,7.43305047353109,7.36242906252543,7.4316897392273,NA,NA,NA,NA,NA,NA,NA,NA,5.71500978867213,5.79486275712649,5.69086374839147,5.79334365328153,9.02727254231771,9.0743559996287,9.00654824574787,9.07343586285909
"45","2013-W01-FRG03",45,"FRG03",1,2013,6.72356740633646,6.85576868057251,6.68306310971578,6.8533046245575,NA,NA,NA,NA,NA,NA,NA,NA,5.12255376577377,5.26887762546539,5.07620465755463,5.2660838564237,8.27597761154174,8.37098169326782,8.24538850784301,8.36924926439921
"46","2013-W01-FRG04",46,"FRG04",1,2013,6.90094176928202,7.00714230537415,6.86194117863973,7.00482789675395,NA,NA,NA,NA,NA,NA,NA,NA,5.26511721569114,5.3715984771649,5.22744359945258,5.36869761347771,8.49637786547343,8.61281530062357,8.45155366261801,8.61083602905273
"47","2013-W01-FRG05",47,"FRG05",1,2013,7.65929277737935,7.68444840113322,7.6604380607605,7.66453353563944,NA,NA,NA,NA,NA,NA,NA,NA,5.78236357371012,5.85335193077723,5.76221269369125,5.82343608140946,9.50662326812745,9.48903926213582,9.53429865837097,9.48111057281494
"48","2013-W01-FRH01",48,"FRH01",1,2013,7.72391176223755,7.89124083518982,7.61150511105856,7.86983672777812,NA,NA,NA,NA,NA,NA,NA,NA,6.48658816019694,6.65613706906637,6.3681149482727,6.63142744700114,8.91081094741821,9.08327595392864,8.80680950482686,9.06069779396058
"49","2013-W01-FRH02",49,"FRH02",1,2013,8.80010477701823,9.04198511441549,8.61463729540507,9.0161349773407,NA,NA,NA,NA,NA,NA,NA,NA,7.31546767552694,7.65260950724284,7.08175468444824,7.61869072914123,10.2267875671387,10.4543549219767,10.0619704723358,10.4362921714782
"50","2013-W01-FRH03",50,"FRH03",1,2013,7.34138615926107,7.42083470026652,7.30540696779887,7.41496173540751,NA,NA,NA,NA,NA,NA,NA,NA,5.92363778750102,5.94389975070953,5.90514874458313,5.93456614017486,8.79353721936544,8.9152910709381,8.72991911570231,8.91135255495706
"51","2013-W01-FRH04",51,"FRH04",1,2013,7.68936196962992,7.9190870920817,7.59512662887573,7.88326636950175,NA,NA,NA,NA,NA,NA,NA,NA,6.23643910884857,6.45691593488058,6.14925030867258,6.42169920603434,9.07640878359477,9.32115658124287,8.97924176851907,9.28347229957579
"52","2013-W01-FRI11",52,"FRI11",1,2013,5.81468566258748,5.79615743954977,5.82143485546112,5.79538881778717,NA,NA,NA,NA,NA,NA,NA,NA,3.36719232673446,3.31518625716368,3.38566525528828,3.31412147730589,8.26466067632039,8.28540198008219,8.25779549280803,8.28496623039245
"53","2013-W01-FRI12",53,"FRI12",1,2013,7.23698782920837,7.30702487627665,7.27035800615946,7.29897133509318,NA,NA,NA,NA,NA,NA,NA,NA,4.88675741354625,4.95691196123759,4.92356320222219,4.94417444864909,9.54383627573648,9.60386657714842,9.5661810239156,9.59791604677836
"54","2013-W01-FRI13",54,"FRI13",1,2013,6.98641133308411,7.22500626246134,6.93956208229065,7.17613061269125,NA,NA,NA,NA,NA,NA,NA,NA,4.47749904791514,4.77622640132904,4.41337196032206,4.71057744820913,9.42125717798869,9.56521797180175,9.40379540125528,9.53584456443787
"55","2013-W01-FRI14",55,"FRI14",1,2013,6.35782051086426,6.41010197003682,6.34080243110657,6.40997926394144,NA,NA,NA,NA,NA,NA,NA,NA,4.172889093558,4.21749047438304,4.15709271033605,4.21737231810888,8.4642809232076,8.52172613143921,8.45640301704407,8.52165190378826
"56","2013-W01-FRI15",56,"FRI15",1,2013,5.72566342353821,NA,NA,6.36251982053121,NA,NA,NA,NA,NA,NA,NA,NA,2.42456391453743,NA,NA,3.11584321657817,9.07111891110739,NA,NA,9.61700471242268
"57","2013-W01-FRI21",57,"FRI21",1,2013,5.01454651355744,5.33064031600952,4.90491223335266,5.33264096577962,NA,NA,NA,NA,NA,NA,NA,NA,2.14067627117038,2.5103001371026,2.02076250376801,2.51187544564406,7.90906500816345,8.14077456792196,7.81852992375692,8.14105757077536
"58","2013-W01-FRI22",58,"FRI22",1,2013,4.7285365263621,4.83617611726125,4.6827943722407,4.83546356360118,NA,NA,NA,NA,NA,NA,NA,NA,3.08480049173037,3.17981240153313,3.03299580017726,3.17897372444471,6.35448757807414,6.43166446685791,6.32101440429688,6.43052403132121
"59","2013-W01-FRI23",59,"FRI23",1,2013,5.48840987682343,5.66286412874858,5.46538460254669,5.66288153330485,NA,NA,NA,NA,NA,NA,NA,NA,3.48408674945434,3.6759703575323,3.4652284582456,3.67629786146184,7.56252113978068,7.72460452715556,7.53355797131856,7.72451416651408
"60","2013-W01-FRI31",60,"FRI31",1,2013,6.54913945992788,6.70595590273539,6.49831811587016,6.70524636904399,NA,NA,NA,NA,NA,NA,NA,NA,4.20814663171768,4.36541700363159,4.16156747937202,4.36517501870791,8.90054154396056,9.07279658317566,8.84233498573304,9.07163262367249
"61","2013-W01-FRI32",61,"FRI32",1,2013,7.41375470161438,7.69203162193298,7.32137926419576,7.65345700581869,NA,NA,NA,NA,NA,NA,NA,NA,5.12293948729833,5.56260778506597,4.96342211961746,5.49143574635188,9.64783064524334,9.73726216952005,9.6185123125712,9.73249491055809
"62","2013-W01-FRI33",62,"FRI33",1,2013,7.13289570808411,7.17829497655233,7.12738871574402,7.17860229810079,NA,NA,NA,NA,NA,NA,NA,NA,5.17669987678528,5.18964347243309,5.1741775671641,5.18895926574866,9.03274178504944,9.13948663075765,9.01764543851216,9.14116938908895
"63","2013-W01-FRI34",63,"FRI34",1,2013,7.0944554011027,7.21190977096558,7.04922715822856,7.21143039067586,NA,NA,NA,NA,NA,NA,NA,NA,5.22081671158473,5.36494517326355,5.17034228146076,5.36438841621081,8.97300712267557,9.10881114006042,8.92415332794189,9.10851049423219
"64","2013-W01-FRJ11",64,"FRJ11",1,2013,7.30880681673686,7.76108622550965,7.15186683336894,7.69376190503438,NA,NA,NA,NA,NA,NA,NA,NA,4.29023875792821,4.97711098194122,3.96430250008901,4.92245137691498,10.3570370674134,10.5632351239522,10.3716092904409,10.4834609031677
"65","2013-W01-FRJ12",65,"FRJ12",1,2013,8.13032293319702,8.62162701288858,7.6744937102,8.61324127515157,NA,NA,NA,NA,NA,NA,NA,NA,3.84884693225225,4.6966773668925,3.17394124468168,4.68308508396149,12.386035601298,12.5712215105693,12.140735467275,12.5682562192281
"66","2013-W01-FRJ13",66,"FRJ13",1,2013,8.08996884028117,8.88388125101726,7.41630570093791,8.82365814844766,NA,NA,NA,NA,NA,NA,NA,NA,3.64262821773688,3.83200715854764,3.3029870390892,3.71689125150442,12.5357669194539,13.9685082435608,11.5350552399953,13.9720295270284
"67","2013-W01-FRJ14",67,"FRJ14",1,2013,3.67182723929485,3.80583304166794,3.63058021167914,3.80825418233872,NA,NA,NA,NA,NA,NA,NA,NA,0.364620467027028,0.34806830684344,0.343732813994088,0.34633978207906,6.92257126172383,7.23030906915665,6.85827692349752,7.23664738734563
"68","2013-W01-FRJ15",68,"FRJ15",1,2013,8.85002613067628,11.9714883168538,7.19840766986211,11.97771803538,NA,NA,NA,NA,NA,NA,NA,NA,4.74739493926366,7.93399310111999,3.13385824859142,7.90626613299051,13.0076350371043,15.967881043752,11.3759196599324,16.0206117630005
"69","2013-W01-FRJ21",69,"FRJ21",1,2013,3.88703201214473,5.1563732624054,3.18058277418216,5.16471310456594,NA,NA,NA,NA,NA,NA,NA,NA,-0.349723617235818,0.790498182177543,-0.947685301303863,0.79786964257558,8.44781911373137,9.86607503890991,7.59316817919412,9.87578304608663
"70","2013-W01-FRJ22",70,"FRJ22",1,2013,3.70529264211654,3.70163222153981,3.69500068823496,3.70207250118256,NA,NA,NA,NA,NA,NA,NA,NA,1.08663563927015,1.20341389377912,1.00773988912503,1.20359612504641,6.32697296142578,6.20251186688741,6.39076495170593,6.20322306950887
"71","2013-W01-FRJ23",71,"FRJ23",1,2013,5.40361305077871,5.94710930188497,4.80021413167318,5.94775891304016,NA,NA,NA,NA,NA,NA,NA,NA,2.12324418624242,3.66846450666586,0.823645015557608,3.669686794281,8.79832148551942,8.29594906171163,8.94601893424988,8.29569172859191
"72","2013-W01-FRJ24",72,"FRJ24",1,2013,5.92214584350586,5.93268326918284,5.92019418875376,5.93305051326752,NA,NA,NA,NA,NA,NA,NA,NA,3.47586565713088,3.50301916400592,3.4714154402415,3.50370775659879,8.34966540336607,8.33102011680603,8.35288246472677,8.33112684885661
"73","2013-W01-FRJ25",73,"FRJ25",1,2013,4.80890893936157,4.88150823116302,4.77812151114146,4.88044591744741,NA,NA,NA,NA,NA,NA,NA,NA,2.82191692541043,2.84742382417122,2.81181407223145,2.84269192814827,6.88462392489116,7.00168498357137,6.8367170492808,7.00452089309692
"74","2013-W01-FRJ26",74,"FRJ26",1,2013,3.76800350348155,4.91149771213531,2.92546812693278,4.91544405619303,NA,NA,NA,NA,NA,NA,NA,NA,-0.675226747989655,0.198711706111985,-1.29191565016906,0.202034693172513,8.27841393152874,9.62312738100688,7.22356605529785,9.62757420539856
"75","2013-W01-FRJ27",75,"FRJ27",1,2013,4.81599338849385,5.09728109836578,4.6241725285848,5.09673035144806,NA,NA,NA,NA,NA,NA,NA,NA,2.88830560694138,3.14407118161519,2.67650112509727,3.14314185579618,6.72159806887309,7.05047003428141,6.53691101074219,7.05013163884481
"76","2013-W01-FRJ28",76,"FRJ28",1,2013,5.86241543292999,6.04170588652293,5.7656051715215,6.04112466176351,NA,NA,NA,NA,NA,NA,NA,NA,3.95752485406895,4.05203042800228,3.9043887120982,4.05208821470539,7.80989750226338,8.04483405749002,7.68132233619689,8.04381767908731
"77","2013-W01-FRK11",77,"FRK11",1,2013,5.32141061623891,5.40304354826609,5.32194455464681,5.40420373280843,NA,NA,NA,NA,NA,NA,NA,NA,3.55122429132462,3.58227316538493,3.55936539173126,3.5837044219176,7.07481304804484,7.2288465499878,7.06264615058899,7.22965796788533
"78","2013-W01-FRK12",78,"FRK12",1,2013,3.27781830231349,3.34656612078349,3.21852447092533,3.3475106159846,NA,NA,NA,NA,NA,NA,NA,NA,0.183592277889451,0.195084005594254,0.118720990916092,0.194154719511668,6.39102053642273,6.52600077788035,6.33249056339264,6.52872101465861
"79","2013-W01-FRK13",79,"FRK13",1,2013,2.51957055429618,2.89790120720863,2.38969630996386,2.89646402001381,NA,NA,NA,NA,NA,NA,NA,NA,0.595020502805709,1.05628109474977,0.444644848505656,1.04654090603193,4.4495172103246,4.79344296455383,4.32136952877045,4.79964590072632
"80","2013-W01-FRK14",80,"FRK14",1,2013,3.90618209044139,4.5137216647466,3.66454736391703,4.51473716894786,NA,NA,NA,NA,NA,NA,NA,NA,1.68223085689048,2.44085640708606,1.31274349490802,2.44217919309934,6.09722022215526,6.59783355395,5.97359812259674,6.59873525301615
"81","2013-W01-FRK21",81,"FRK21",1,2013,4.22116476297379,4.64321714639664,3.86712628602981,4.69328776995341,NA,NA,NA,NA,NA,NA,NA,NA,1.73752665519715,2.31941896677017,1.18538396308819,2.4225055774053,6.68160287539164,6.89497558275859,6.52737855911255,6.89629499117533
"82","2013-W01-FRK22",82,"FRK22",1,2013,5.67470133304596,6.43121369679769,5.2065011660258,6.42585571606954,NA,NA,NA,NA,NA,NA,NA,NA,3.10356421768665,3.88925842195749,2.70710665980975,3.87346195429564,8.2408165136973,8.97627210617065,7.69975813229878,8.9813236395518
"83","2013-W01-FRK23",83,"FRK23",1,2013,5.14410269260406,6.3110601902008,4.47379833459854,6.3205931186676,NA,NA,NA,NA,NA,NA,NA,NA,1.9531593521436,4.13986122484009,0.750052417318025,4.13763679998616,8.3155320485433,8.50776052474976,8.1559366385142,8.5298691590627
"84","2013-W01-FRK24",84,"FRK24",1,2013,2.75243386129538,3.59899435440699,1.25905106465022,3.59798729419709,NA,NA,NA,NA,NA,NA,NA,NA,-0.148083989818891,0.600289175907772,-2.00959090081354,0.599796106417974,5.55665139357249,6.48161546389262,4.42550466458003,6.48015681902567
"85","2013-W01-FRK25",85,"FRK25",1,2013,4.02307486534119,4.15817932287852,3.77291864156723,4.15204385916392,NA,NA,NA,NA,NA,NA,NA,NA,2.07162660360336,2.43558167417844,1.67748670776685,2.42947399616241,5.9553515513738,5.9055167833964,5.81139544645945,5.89933093388875
"86","2013-W01-FRK26",86,"FRK26",1,2013,4.79271868864695,5.61474780241648,3.06796532869339,5.61070247491201,NA,NA,NA,NA,NA,NA,NA,NA,3.05397639671961,3.89563003182411,1.37396913766861,3.89141939083735,6.53171396255493,7.41950066884359,4.63978016376495,7.41613109906514
"87","2013-W01-FRK27",87,"FRK27",1,2013,-1.03740094990159,1.42736488580704,-2.07528962691625,1.4060216024518,NA,NA,NA,NA,NA,NA,NA,NA,-4.95643476645152,-2.51796158154805,-5.9186407327652,-2.56203892827034,2.79646151761214,5.20722130934397,1.73548384507497,5.20124959945679
"88","2013-W01-FRK28",88,"FRK28",1,2013,1.25131491820018,NA,NA,2.22578301777442,NA,NA,NA,NA,NA,NA,NA,NA,-2.43120287358761,NA,NA,-1.59968399008115,4.95766818523407,NA,NA,6.0126885175705
"89","2013-W01-FRL01",89,"FRL01",1,2013,4.00108385582765,5.08054552475612,3.64127652843793,5.08750462532043,NA,NA,NA,NA,NA,NA,NA,NA,-1.57454032699267,-0.967075621088347,-1.8153944487373,-0.963208670417468,9.69437015056609,11.2540524800619,9.22178469101587,11.2641171614329
"90","2013-W01-FRL02",90,"FRL02",1,2013,-0.0114306112130461,1.20434650778771,-0.423825641473133,1.21257599194845,NA,NA,NA,NA,NA,NA,NA,NA,-4.32485336065292,-3.20991614460945,-4.64365847905477,-3.20074161887169,4.35851887861888,5.69822659095128,3.86473493278027,5.70569149653117
"91","2013-W01-FRL03",91,"FRL03",1,2013,6.97182156642278,9.6603905359904,6.0564501422147,9.66330504417419,NA,NA,NA,NA,NA,NA,NA,NA,2.85923139254252,5.40664227803548,2.01599598427613,5.43277994791667,11.2455962101618,13.8767629464467,10.322506348292,13.8536934057872
"92","2013-W01-FRL04",92,"FRL04",1,2013,8.05708495775859,8.56788992881775,7.92541654904683,8.56050284703573,NA,NA,NA,NA,NA,NA,NA,NA,3.43493527173996,3.7095414797465,3.70206030209859,3.67357496420542,12.6538310050964,13.4004837671916,12.0946218172709,13.4182785352071
