"","NUTSID","LEVL","CNTR","NAME_LATIN","NAME","MOUNT","URBN","COAST","FID","avg_tmp_max","Date"
"40","FRB01",3,"FR","Cher","Cher",4,3,3,"FRB01",15.3037357330322,"2022-01-01"
"41","FRB02",3,"FR","Eure-et-Loir","Eure-et-Loir",4,3,3,"FRB02",14.2814416885376,"2022-01-01"
"42","FRB03",3,"FR","Indre","Indre",4,3,3,"FRB03",17.1530590057373,"2022-01-01"
"43","FRB04",3,"FR","Indre-et-Loire","Indre-et-Loire",4,2,3,"FRB04",15.283748626709,"2022-01-01"
"44","FRB05",3,"FR","Loir-et-Cher","Loir-et-Cher",4,3,3,"FRB05",15.1807174682617,"2022-01-01"
"45","FRB06",3,"FR","Loiret","Loiret",4,2,3,"FRB06",14.4469900131226,"2022-01-01"
"46","FRC11",3,"FR","Côte-d’Or","Côte-d’Or",4,2,3,"FRC11",10.184045791626,"2022-01-01"
"47","FRC12",3,"FR","Nièvre","Nièvre",4,3,3,"FRC12",13.9325332641602,"2022-01-01"
"48","FRC13",3,"FR","Saône-et-Loire","Saône-et-Loire",4,3,3,"FRC13",10.4766082763672,"2022-01-01"
"49","FRC14",3,"FR","Yonne","Yonne",4,3,3,"FRC14",14.0464954376221,"2022-01-01"
"50","FRC21",3,"FR","Doubs","Doubs",2,2,3,"FRC21",12.3445272445679,"2022-01-01"
"51","FRC22",3,"FR","Jura","Jura",3,3,3,"FRC22",9.42441844940186,"2022-01-01"
"52","FRC23",3,"FR","Haute-Saône","Haute-Saône",4,3,3,"FRC23",12.4780836105347,"2022-01-01"
"53","FRC24",3,"FR","Territoire de Belfort","Territoire de Belfort",4,2,3,"FRC24",13.7587280273438,"2022-01-01"
"54","FRD11",3,"FR","Calvados","Calvados",4,2,1,"FRD11",16.3192539215088,"2022-01-01"
"55","FRD12",3,"FR","Manche","Manche",4,3,1,"FRD12",15.3086681365967,"2022-01-01"
"56","FRD13",3,"FR","Orne","Orne",4,3,3,"FRD13",15.1637945175171,"2022-01-01"
"57","FRD21",3,"FR","Eure","Eure",4,3,1,"FRD21",15.4627170562744,"2022-01-01"
"58","FRD22",3,"FR","Seine-Maritime","Seine-Maritime",4,2,1,"FRD22",15.7176361083984,"2022-01-01"
"59","FRE11",3,"FR","Nord","Nord",4,1,1,"FRE11",14.5356330871582,"2022-01-01"
"60","FRE12",3,"FR","Pas-de-Calais","Pas-de-Calais",4,2,1,"FRE12",15.7559947967529,"2022-01-01"
"61","FRE21",3,"FR","Aisne","Aisne",4,3,3,"FRE21",13.9832906723022,"2022-01-01"
"62","FRE22",3,"FR","Oise","Oise",4,2,3,"FRE22",14.8885507583618,"2022-01-01"
"63","FRE23",3,"FR","Somme","Somme",4,3,1,"FRE23",15.5195035934448,"2022-01-01"
"64","FRF11",3,"FR","Bas-Rhin","Bas-Rhin",4,2,3,"FRF11",13.882942199707,"2022-01-01"
"65","FRF12",3,"FR","Haut-Rhin","Haut-Rhin",4,2,3,"FRF12",14.078106880188,"2022-01-01"
"66","FRF21",3,"FR","Ardennes","Ardennes",4,3,3,"FRF21",12.6957559585571,"2022-01-01"
"67","FRF22",3,"FR","Aube","Aube",4,2,3,"FRF22",14.371527671814,"2022-01-01"
"68","FRF23",3,"FR","Marne","Marne",4,2,3,"FRF23",13.7019138336182,"2022-01-01"
"69","FRF24",3,"FR","Haute-Marne","Haute-Marne",4,3,3,"FRF24",13.1430530548096,"2022-01-01"
"70","FRF31",3,"FR","Meurthe-et-Moselle","Meurthe-et-Moselle",4,2,3,"FRF31",13.5980987548828,"2022-01-01"
"71","FRF32",3,"FR","Meuse","Meuse",4,3,3,"FRF32",12.825159072876,"2022-01-01"
"72","FRF33",3,"FR","Moselle","Moselle",4,2,3,"FRF33",13.2286424636841,"2022-01-01"
"73","FRF34",3,"FR","Vosges","Vosges",4,3,3,"FRF34",13.6909246444702,"2022-01-01"
"74","FRG01",3,"FR","Loire-Atlantique","Loire-Atlantique",4,1,1,"FRG01",15.7356262207031,"2022-01-01"
"75","FRG02",3,"FR","Maine-et-Loire","Maine-et-Loire",4,2,3,"FRG02",15.4243450164795,"2022-01-01"
"76","FRG03",3,"FR","Mayenne","Mayenne",4,3,3,"FRG03",14.6995620727539,"2022-01-01"
"77","FRG04",3,"FR","Sarthe","Sarthe",4,3,3,"FRG04",14.4833536148071,"2022-01-01"
"78","FRG05",3,"FR","Vendée","Vendée",4,3,1,"FRG05",14.8224458694458,"2022-01-01"
"79","FRH01",3,"FR","Côtes-d’Armor","Côtes-d’Armor",4,3,1,"FRH01",16.0434226989746,"2022-01-01"
"80","FRH02",3,"FR","Finistère","Finistère",4,3,1,"FRH02",15.2319488525391,"2022-01-01"
"81","FRH03",3,"FR","Ille-et-Vilaine","Ille-et-Vilaine",4,2,1,"FRH03",16.1215381622314,"2022-01-01"
"82","FRH04",3,"FR","Morbihan","Morbihan",4,3,1,"FRH04",15.8108949661255,"2022-01-01"
"83","FRI11",3,"FR","Dordogne","Dordogne",4,3,3,"FRI11",17.752950668335,"2022-01-01"
"84","FRI12",3,"FR","Gironde","Gironde",4,1,1,"FRI12",19.1785469055176,"2022-01-01"
"85","FRI13",3,"FR","Landes","Landes",4,3,1,"FRI13",21.4703025817871,"2022-01-01"
"86","FRI14",3,"FR","Lot-et-Garonne","Lot-et-Garonne",4,3,3,"FRI14",16.9055042266846,"2022-01-01"
"87","FRI15",3,"FR","Pyrénées-Atlantiques","Pyrénées-Atlantiques",4,2,1,"FRI15",21.5200958251953,"2022-01-01"
"88","FRI21",3,"FR","Corrèze","Corrèze",4,3,3,"FRI21",18.474214553833,"2022-01-01"
"89","FRI22",3,"FR","Creuse","Creuse",4,3,3,"FRI22",19.074728012085,"2022-01-01"
"90","FRI23",3,"FR","Haute-Vienne","Haute-Vienne",4,3,3,"FRI23",17.5130424499512,"2022-01-01"
"91","FRI31",3,"FR","Charente","Charente",4,3,3,"FRI31",17.0300884246826,"2022-01-01"
"92","FRI32",3,"FR","Charente-Maritime","Charente-Maritime",4,3,1,"FRI32",16.6578407287598,"2022-01-01"
"93","FRI33",3,"FR","Deux-Sèvres","Deux-Sèvres",4,3,3,"FRI33",15.5841789245605,"2022-01-01"
"94","FRI34",3,"FR","Vienne","Vienne",4,3,3,"FRI34",15.7242050170898,"2022-01-01"
"95","FRJ11",3,"FR","Aude","Aude",4,3,1,"FRJ11",14.2868547439575,"2022-01-01"
"96","FRJ12",3,"FR","Gard","Gard",4,2,1,"FRJ12",12.5702962875366,"2022-01-01"
"97","FRY10",3,"FR","Guadeloupe","Guadeloupe",4,2,1,"FRY10",NA,"2022-01-01"
"98","FRY20",3,"FR","Martinique","Martinique",2,2,1,"FRY20",NA,"2022-01-01"
"99","FRY30",3,"FR","Guyane","Guyane",4,2,1,"FRY30",NA,"2022-01-01"
"100","FRY40",3,"FR","La Réunion","La Réunion",2,1,1,"FRY40",NA,"2022-01-01"
"101","FRY50",3,"FR","Mayotte","Mayotte",2,2,1,"FRY50",NA,"2022-01-01"
"102","FRJ13",3,"FR","Hérault","Hérault",4,2,1,"FRJ13",12.329384803772,"2022-01-02"
"103","FRJ14",3,"FR","Lozère","Lozère",3,3,3,"FRJ14",13.1920003890991,"2022-01-02"
"104","FRJ15",3,"FR","Pyrénées-Orientales","Pyrénées-Orientales",2,2,1,"FRJ15",12.2902460098267,"2022-01-02"
"105","FRJ21",3,"FR","Ariège","Ariège",3,3,3,"FRJ21",14.7408275604248,"2022-01-02"
"106","FRK24",3,"FR","Isère","Isère",2,2,3,"FRK24",9.0738525390625,"2022-01-02"
"107","FRK25",3,"FR","Loire","Loire",3,2,3,"FRK25",13.4183006286621,"2022-01-02"
"108","FRK26",3,"FR","Rhône","Rhône",2,1,3,"FRK26",10.4971895217896,"2022-01-02"
"109","FRK27",3,"FR","Savoie","Savoie",3,2,3,"FRK27",9.54033470153809,"2022-01-02"
"110","FRK28",3,"FR","Haute-Savoie","Haute-Savoie",3,2,3,"FRK28",10.0063714981079,"2022-01-02"
"111","FRJ22",3,"FR","Aveyron","Aveyron",3,3,3,"FRJ22",11.7441663742065,"2022-01-02"
"112","FRJ23",3,"FR","Haute-Garonne","Haute-Garonne",4,1,3,"FRJ23",15.7198143005371,"2022-01-02"
"113","FRJ24",3,"FR","Gers","Gers",4,3,3,"FRJ24",16.3401165008545,"2022-01-02"
"114","FRJ25",3,"FR","Lot","Lot",4,3,3,"FRJ25",14.1209983825684,"2022-01-02"
"115","FRJ26",3,"FR","Hautes-Pyrénées","Hautes-Pyrénées",2,3,3,"FRJ26",15.4128322601318,"2022-01-02"
"116","FRJ27",3,"FR","Tarn","Tarn",4,3,3,"FRJ27",13.8907890319824,"2022-01-02"
"117","FRJ28",3,"FR","Tarn-et-Garonne","Tarn-et-Garonne",4,3,3,"FRJ28",14.1514720916748,"2022-01-02"
"118","FRK11",3,"FR","Allier","Allier",4,3,3,"FRK11",14.9534492492676,"2022-01-02"
"119","FRK12",3,"FR","Cantal","Cantal",3,3,3,"FRK12",13.796573638916,"2022-01-02"
"120","FRK13",3,"FR","Haute-Loire","Haute-Loire",3,3,3,"FRK13",13.7371091842651,"2022-01-02"
"121","FRK14",3,"FR","Puy-de-Dôme","Puy-de-Dôme",3,2,3,"FRK14",15.6217908859253,"2022-01-02"
"122","FRK21",3,"FR","Ain","Ain",4,3,3,"FRK21",9.19673824310303,"2022-01-02"
"123","FRK22",3,"FR","Ardèche","Ardèche",3,3,3,"FRK22",10.0287046432495,"2022-01-02"
"124","FRK23",3,"FR","Drôme","Drôme",2,3,3,"FRK23",9.83448314666748,"2022-01-02"
"125","FRL01",3,"FR","Alpes-de-Haute-Provence","Alpes-de-Haute-Provence",3,3,3,"FRL01",11.4606084823608,"2022-01-02"
"126","FRL02",3,"FR","Hautes-Alpes","Hautes-Alpes",3,3,3,"FRL02",9.95149421691895,"2022-01-02"
"127","FRL03",3,"FR","Alpes-Maritimes","Alpes-Maritimes",2,1,1,"FRL03",12.8144416809082,"2022-01-02"
"128","FRL04",3,"FR","Bouches-du-Rhône","Bouches-du-Rhône",4,1,1,"FRL04",11.6018543243408,"2022-01-02"
"129","FRL05",3,"FR","Var","Var",2,2,1,"FRL05",13.2467727661133,"2022-01-02"
"130","FRL06",3,"FR","Vaucluse","Vaucluse",2,2,3,"FRL06",10.9165668487549,"2022-01-02"
"131","FRM01",3,"FR","Corse-du-Sud","Corse-du-Sud",3,3,1,"FRM01",13.5330829620361,"2022-01-02"
"132","FRM02",3,"FR","Haute-Corse","Haute-Corse",3,3,1,"FRM02",13.7279195785522,"2022-01-02"
"133","FR101",3,"FR","Paris","Paris",4,1,3,"FR101",14.4784345626831,"2022-01-02"
"134","FR102",3,"FR","Seine-et-Marne","Seine-et-Marne",4,2,3,"FR102",13.3177270889282,"2022-01-02"
"135","FR103",3,"FR","Yvelines","Yvelines",4,1,3,"FR103",13.8411293029785,"2022-01-02"
"136","FR104",3,"FR","Essonne","Essonne",4,1,3,"FR104",13.520191192627,"2022-01-02"
"137","FR105",3,"FR","Hauts-de-Seine","Hauts-de-Seine",4,1,3,"FR105",14.1148080825806,"2022-01-02"
"138","FR106",3,"FR","Seine-Saint-Denis","Seine-Saint-Denis",4,1,3,"FR106",14.2880821228027,"2022-01-02"
"139","FR107",3,"FR","Val-de-Marne","Val-de-Marne",4,1,3,"FR107",13.9054098129272,"2022-01-02"
"140","FR108",3,"FR","Val-d’Oise","Val-d’Oise",4,1,3,"FR108",13.9282426834106,"2022-01-02"
"141","FRB01",3,"FR","Cher","Cher",4,3,3,"FRB01",14.6420106887817,"2022-01-02"
"142","FRB02",3,"FR","Eure-et-Loir","Eure-et-Loir",4,3,3,"FRB02",14.0532627105713,"2022-01-02"
"143","FRB03",3,"FR","Indre","Indre",4,3,3,"FRB03",14.5996084213257,"2022-01-02"
"144","FRB04",3,"FR","Indre-et-Loire","Indre-et-Loire",4,2,3,"FRB04",14.2179069519043,"2022-01-02"
"145","FRB05",3,"FR","Loir-et-Cher","Loir-et-Cher",4,3,3,"FRB05",13.9031963348389,"2022-01-02"
"146","FRB06",3,"FR","Loiret","Loiret",4,2,3,"FRB06",13.5830020904541,"2022-01-02"
"147","FRC11",3,"FR","Côte-d’Or","Côte-d’Or",4,2,3,"FRC11",10.4306011199951,"2022-01-02"
"148","FRC12",3,"FR","Nièvre","Nièvre",4,3,3,"FRC12",13.782696723938,"2022-01-02"
"149","FRC13",3,"FR","Saône-et-Loire","Saône-et-Loire",4,3,3,"FRC13",10.9489936828613,"2022-01-02"
"150","FRC14",3,"FR","Yonne","Yonne",4,3,3,"FRC14",13.5703830718994,"2022-01-02"
"151","FRC21",3,"FR","Doubs","Doubs",2,2,3,"FRC21",11.4018535614014,"2022-01-02"
"152","FRC22",3,"FR","Jura","Jura",3,3,3,"FRC22",9.83776473999023,"2022-01-02"
"153","FRC23",3,"FR","Haute-Saône","Haute-Saône",4,3,3,"FRC23",10.8509111404419,"2022-01-02"
"154","FRC24",3,"FR","Territoire de Belfort","Territoire de Belfort",4,2,3,"FRC24",12.3888273239136,"2022-01-02"
"155","FRD11",3,"FR","Calvados","Calvados",4,2,1,"FRD11",14.2392272949219,"2022-01-02"
"156","FRD12",3,"FR","Manche","Manche",4,3,1,"FRD12",14.1904716491699,"2022-01-02"
"157","FRD13",3,"FR","Orne","Orne",4,3,3,"FRD13",13.8992118835449,"2022-01-02"
"158","FRD21",3,"FR","Eure","Eure",4,3,1,"FRD21",14.1131610870361,"2022-01-02"
"159","FRD22",3,"FR","Seine-Maritime","Seine-Maritime",4,2,1,"FRD22",14.2078800201416,"2022-01-02"
"160","FRE11",3,"FR","Nord","Nord",4,1,1,"FRE11",13.601674079895,"2022-01-02"
"161","FRE12",3,"FR","Pas-de-Calais","Pas-de-Calais",4,2,1,"FRE12",14.2644157409668,"2022-01-02"
"162","FRE21",3,"FR","Aisne","Aisne",4,3,3,"FRE21",13.406213760376,"2022-01-02"
"163","FRE22",3,"FR","Oise","Oise",4,2,3,"FRE22",13.6637668609619,"2022-01-02"
"164","FRE23",3,"FR","Somme","Somme",4,3,1,"FRE23",14.1048707962036,"2022-01-02"
"165","FRF11",3,"FR","Bas-Rhin","Bas-Rhin",4,2,3,"FRF11",13.1067628860474,"2022-01-02"
"166","FRF12",3,"FR","Haut-Rhin","Haut-Rhin",4,2,3,"FRF12",12.7908296585083,"2022-01-02"
"167","FRF21",3,"FR","Ardennes","Ardennes",4,3,3,"FRF21",12.8576736450195,"2022-01-02"
"168","FRF22",3,"FR","Aube","Aube",4,2,3,"FRF22",13.1416568756104,"2022-01-02"
"169","FRF23",3,"FR","Marne","Marne",4,2,3,"FRF23",13.4801969528198,"2022-01-02"
"170","FRF24",3,"FR","Haute-Marne","Haute-Marne",4,3,3,"FRF24",11.7906856536865,"2022-01-02"
"171","FRF31",3,"FR","Meurthe-et-Moselle","Meurthe-et-Moselle",4,2,3,"FRF31",12.3972826004028,"2022-01-02"
"172","FRF32",3,"FR","Meuse","Meuse",4,3,3,"FRF32",12.6249885559082,"2022-01-02"
"173","FRF33",3,"FR","Moselle","Moselle",4,2,3,"FRF33",11.9592990875244,"2022-01-02"
"174","FRF34",3,"FR","Vosges","Vosges",4,3,3,"FRF34",11.4472150802612,"2022-01-02"
"175","FRG01",3,"FR","Loire-Atlantique","Loire-Atlantique",4,1,1,"FRG01",14.7140235900879,"2022-01-02"
"176","FRG02",3,"FR","Maine-et-Loire","Maine-et-Loire",4,2,3,"FRG02",14.5743255615234,"2022-01-02"
"177","FRG03",3,"FR","Mayenne","Mayenne",4,3,3,"FRG03",14.2046346664429,"2022-01-02"
"178","FRG04",3,"FR","Sarthe","Sarthe",4,3,3,"FRG04",14.2705326080322,"2022-01-02"
"179","FRG05",3,"FR","Vendée","Vendée",4,3,1,"FRG05",14.5993585586548,"2022-01-02"
"180","FRH01",3,"FR","Côtes-d’Armor","Côtes-d’Armor",4,3,1,"FRH01",14.5894498825073,"2022-01-02"
"181","FRH02",3,"FR","Finistère","Finistère",4,3,1,"FRH02",13.8037996292114,"2022-01-02"
"182","FRH03",3,"FR","Ille-et-Vilaine","Ille-et-Vilaine",4,2,1,"FRH03",15.0821523666382,"2022-01-02"
"183","FRH04",3,"FR","Morbihan","Morbihan",4,3,1,"FRH04",14.80517578125,"2022-01-02"
"184","FRI11",3,"FR","Dordogne","Dordogne",4,3,3,"FRI11",15.1934185028076,"2022-01-02"
"185","FRI12",3,"FR","Gironde","Gironde",4,1,1,"FRI12",16.2202644348145,"2022-01-02"
"186","FRI13",3,"FR","Landes","Landes",4,3,1,"FRI13",17.8668212890625,"2022-01-02"
"187","FRI14",3,"FR","Lot-et-Garonne","Lot-et-Garonne",4,3,3,"FRI14",14.6210308074951,"2022-01-02"
"188","FRI15",3,"FR","Pyrénées-Atlantiques","Pyrénées-Atlantiques",4,2,1,"FRI15",17.5184001922607,"2022-01-02"
"189","FRI21",3,"FR","Corrèze","Corrèze",4,3,3,"FRI21",15.1694326400757,"2022-01-02"
"190","FRI22",3,"FR","Creuse","Creuse",4,3,3,"FRI22",15.1784543991089,"2022-01-02"
"191","FRI23",3,"FR","Haute-Vienne","Haute-Vienne",4,3,3,"FRI23",13.9573316574097,"2022-01-02"
"192","FRI31",3,"FR","Charente","Charente",4,3,3,"FRI31",14.756178855896,"2022-01-02"
"193","FRI32",3,"FR","Charente-Maritime","Charente-Maritime",4,3,1,"FRI32",15.3912801742554,"2022-01-02"
"194","FRI33",3,"FR","Deux-Sèvres","Deux-Sèvres",4,3,3,"FRI33",14.4866542816162,"2022-01-02"
"195","FRI34",3,"FR","Vienne","Vienne",4,3,3,"FRI34",13.9980964660645,"2022-01-02"
"196","FRJ11",3,"FR","Aude","Aude",4,3,1,"FRJ11",13.5229759216309,"2022-01-02"
"197","FRJ12",3,"FR","Gard","Gard",4,2,1,"FRJ12",11.089319229126,"2022-01-02"
"198","FRY10",3,"FR","Guadeloupe","Guadeloupe",4,2,1,"FRY10",NA,"2022-01-02"
"199","FRY20",3,"FR","Martinique","Martinique",2,2,1,"FRY20",NA,"2022-01-02"
"200","FRY30",3,"FR","Guyane","Guyane",4,2,1,"FRY30",NA,"2022-01-02"
"201","FRY40",3,"FR","La Réunion","La Réunion",2,1,1,"FRY40",NA,"2022-01-02"
"202","FRY50",3,"FR","Mayotte","Mayotte",2,2,1,"FRY50",NA,"2022-01-02"
"203","FRJ13",3,"FR","Hérault","Hérault",4,2,1,"FRJ13",14.4153213500977,"2022-01-03"
"204","FRJ14",3,"FR","Lozère","Lozère",3,3,3,"FRJ14",10.5692644119263,"2022-01-03"
"205","FRJ15",3,"FR","Pyrénées-Orientales","Pyrénées-Orientales",2,2,1,"FRJ15",14.9151935577393,"2022-01-03"
"206","FRJ21",3,"FR","Ariège","Ariège",3,3,3,"FRJ21",15.1783790588379,"2022-01-03"
"207","FRK24",3,"FR","Isère","Isère",2,2,3,"FRK24",10.5523691177368,"2022-01-03"
"208","FRK25",3,"FR","Loire","Loire",3,2,3,"FRK25",13.5596151351929,"2022-01-03"
"209","FRK26",3,"FR","Rhône","Rhône",2,1,3,"FRK26",13.5243282318115,"2022-01-03"
"210","FRK27",3,"FR","Savoie","Savoie",3,2,3,"FRK27",8.19139766693115,"2022-01-03"
"211","FRK28",3,"FR","Haute-Savoie","Haute-Savoie",3,2,3,"FRK28",10.6982374191284,"2022-01-03"
"212","FRJ22",3,"FR","Aveyron","Aveyron",3,3,3,"FRJ22",10.9218158721924,"2022-01-03"
"213","FRJ23",3,"FR","Haute-Garonne","Haute-Garonne",4,1,3,"FRJ23",15.6516447067261,"2022-01-03"
"214","FRJ24",3,"FR","Gers","Gers",4,3,3,"FRJ24",15.7079105377197,"2022-01-03"
"215","FRJ25",3,"FR","Lot","Lot",4,3,3,"FRJ25",12.4123554229736,"2022-01-03"
"216","FRJ26",3,"FR","Hautes-Pyrénées","Hautes-Pyrénées",2,3,3,"FRJ26",14.3143863677979,"2022-01-03"
"217","FRJ27",3,"FR","Tarn","Tarn",4,3,3,"FRJ27",14.5531873703003,"2022-01-03"
"218","FRJ28",3,"FR","Tarn-et-Garonne","Tarn-et-Garonne",4,3,3,"FRJ28",13.5025196075439,"2022-01-03"
"219","FRK11",3,"FR","Allier","Allier",4,3,3,"FRK11",13.9458637237549,"2022-01-03"
"220","FRK12",3,"FR","Cantal","Cantal",3,3,3,"FRK12",11.4957876205444,"2022-01-03"
"221","FRK13",3,"FR","Haute-Loire","Haute-Loire",3,3,3,"FRK13",12.2547559738159,"2022-01-03"
"222","FRK14",3,"FR","Puy-de-Dôme","Puy-de-Dôme",3,2,3,"FRK14",13.7864933013916,"2022-01-03"
"223","FRK21",3,"FR","Ain","Ain",4,3,3,"FRK21",12.8814334869385,"2022-01-03"
"224","FRK22",3,"FR","Ardèche","Ardèche",3,3,3,"FRK22",13.1792039871216,"2022-01-03"
"225","FRK23",3,"FR","Drôme","Drôme",2,3,3,"FRK23",11.8174467086792,"2022-01-03"
"226","FRL01",3,"FR","Alpes-de-Haute-Provence","Alpes-de-Haute-Provence",3,3,3,"FRL01",12.1224689483643,"2022-01-03"
"227","FRL02",3,"FR","Hautes-Alpes","Hautes-Alpes",3,3,3,"FRL02",8.97568511962891,"2022-01-03"
"228","FRL03",3,"FR","Alpes-Maritimes","Alpes-Maritimes",2,1,1,"FRL03",11.7543449401855,"2022-01-03"
"229","FRL04",3,"FR","Bouches-du-Rhône","Bouches-du-Rhône",4,1,1,"FRL04",15.1853656768799,"2022-01-03"
"230","FRL05",3,"FR","Var","Var",2,2,1,"FRL05",16.7876987457275,"2022-01-03"
"231","FRL06",3,"FR","Vaucluse","Vaucluse",2,2,3,"FRL06",13.4377183914185,"2022-01-03"
"232","FRM01",3,"FR","Corse-du-Sud","Corse-du-Sud",3,3,1,"FRM01",14.497579574585,"2022-01-03"
"233","FRM02",3,"FR","Haute-Corse","Haute-Corse",3,3,1,"FRM02",15.3383102416992,"2022-01-03"
"234","FR101",3,"FR","Paris","Paris",4,1,3,"FR101",13.5804853439331,"2022-01-03"
"235","FR102",3,"FR","Seine-et-Marne","Seine-et-Marne",4,2,3,"FR102",12.7990627288818,"2022-01-03"
"236","FR103",3,"FR","Yvelines","Yvelines",4,1,3,"FR103",13.054612159729,"2022-01-03"
"237","FR104",3,"FR","Essonne","Essonne",4,1,3,"FR104",12.4718465805054,"2022-01-03"
"238","FR105",3,"FR","Hauts-de-Seine","Hauts-de-Seine",4,1,3,"FR105",13.2147588729858,"2022-01-03"
"239","FR106",3,"FR","Seine-Saint-Denis","Seine-Saint-Denis",4,1,3,"FR106",13.6767616271973,"2022-01-03"
"240","FR107",3,"FR","Val-de-Marne","Val-de-Marne",4,1,3,"FR107",13.2369413375854,"2022-01-03"
"241","FR108",3,"FR","Val-d’Oise","Val-d’Oise",4,1,3,"FR108",13.2414035797119,"2022-01-03"
"242","FRB01",3,"FR","Cher","Cher",4,3,3,"FRB01",13.2374753952026,"2022-01-03"
"243","FRB02",3,"FR","Eure-et-Loir","Eure-et-Loir",4,3,3,"FRB02",12.8446464538574,"2022-01-03"
