"","ID","NUTSID","iso_week","iso_yr","avg_temp","wgt_temp","wgt_logtemp","wgt_65plstemp","geo_code","geo_lab","year","TIME_PERIOD","death_count_tot","death_pop_an","stn_death","crude_death"
"42482","2022-W25-FRH03","FRH03",25,2022,18.6080060686384,18.618569782802,18.6100993837629,18.7135705947876,"FRH03","Ille-et-Vilaine",2022,"2022-W25",197,1108972,15.4837996992455,17.7641996371414
"42483","2022-W25-FRH04","FRH04",25,2022,17.6122354779925,17.6511812210083,17.6402924401419,17.7916573115757,"FRH04","Morbihan",2022,"2022-W25",171,772967,15.0385509801297,22.1225485693438
"42484","2022-W25-FRI11","FRI11",25,2022,20.1269198826381,20.1489016669137,20.1273277827672,20.162780216762,"FRI11","Dordogne",2022,"2022-W25",109,411988,14.6792029326826,26.4570812742119
"42485","2022-W25-FRI12","FRI12",25,2022,20.396240234375,20.4504116603306,20.4418980734689,20.5396638597761,"FRI12","Gironde",2022,"2022-W25",276,1673755,13.5585225810006,16.4898685888914
"42486","2022-W25-FRI13","FRI13",25,2022,20.1917340414865,20.3027928216117,20.3315713065011,20.1741740362985,"FRI13","Landes",2022,"2022-W25",77,425229,12.4374851047642,18.1078901015688
"42487","2022-W25-FRI14","FRI14",25,2022,20.9570662634713,20.9919952665056,20.9895320619856,21.0928174427578,"FRI14","Lot-et-Garonne",2022,"2022-W25",89,329180,15.958601444397,27.0368795188043
"42488","2022-W25-FRI15","FRI15",25,2022,18.8366052082607,NA,NA,19.7208298274449,"FRI15","Pyrénées-Atlantiques",2022,"2022-W25",139,694659,12.8615357060949,20.0098177667028
"42489","2022-W25-FRI21","FRI21",25,2022,19.1730694089617,19.2655301775251,19.2311271939959,19.8221041815622,"FRI21","Corrèze",2022,"2022-W25",44,237790,11.1738523200172,18.5037217713108
"42490","2022-W25-FRI22","FRI22",25,2022,18.6349149431501,18.554356438773,18.575169972011,18.7025699615479,"FRI22","Creuse",2022,"2022-W25",31,114142,13.8780075690563,27.1591526344378
"42491","2022-W25-FRI23","FRI23",25,2022,18.9190593447004,18.9124644143241,18.9090525763375,18.9235579626901,"FRI23","Haute-Vienne",2022,"2022-W25",70,370726,11.2422752940519,18.8818696287824
"42492","2022-W25-FRI31","FRI31",25,2022,19.8912775857108,19.8897617885045,19.8791070665632,20.0196007319859,"FRI31","Charente",2022,"2022-W25",78,351283,13.7798856647912,22.2043195941734
"42493","2022-W25-FRI32","FRI32",25,2022,19.9475059509277,19.9152941022601,19.9258068629673,19.8219160352434,"FRI32","Charente-Maritime",2022,"2022-W25",125,662822,11.0775802474993,18.858758460039
"42494","2022-W25-FRI33","FRI33",25,2022,19.5384701320103,19.5350306374686,19.5256628308978,19.6051049913679,"FRI33","Deux-Sèvres",2022,"2022-W25",76,374142,12.55228564517,20.3131431381668
"42495","2022-W25-FRI34","FRI34",25,2022,19.9116824013846,19.9077172960554,19.9028265816825,19.9603159768241,"FRI34","Vienne",2022,"2022-W25",91,440868,14.3815197755536,20.6410989230336
"42496","2022-W25-FRJ11","FRJ11",25,2022,21.7681184496198,21.7594124930246,21.8785980769566,22.7070881979806,"FRJ11","Aude",2022,"2022-W25",84,378330,14.3109620551358,22.2028387915312
"42497","2022-W25-FRJ12","FRJ12",25,2022,23.5322884150914,23.3260549817766,23.3626411982945,24.4765995570592,"FRJ12","Gard",2022,"2022-W25",148,755497,13.8097188519155,19.5897535000139
"42498","2022-W25-FRJ13","FRJ13",25,2022,22.8489085606166,22.9243044172015,22.9559124537877,24.0172813960484,"FRJ13","Hérault",2022,"2022-W25",238,1218474,15.4946073743999,19.5326285173094
"42499","2022-W25-FRJ14","FRJ14",25,2022,18.2193747929164,18.5583659580776,18.5590784890311,18.5682787214007,"FRJ14","Lozère",2022,"2022-W25",17,76572,14.8434913633152,22.2013268557697
"42500","2022-W25-FRJ15","FRJ15",25,2022,19.6636447906494,20.3821977887835,20.8552665710449,23.705906186785,"FRJ15","Pyrénées-Orientales",2022,"2022-W25",102,488379,13.3487157027071,20.8854189062183
